Frame Rate:,23.9760239760
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
302,00:00:12.596,3.9755112767584104,4.306479357798165,1.8946029243119267,5.725451548165138
303,00:00:12.638,3.0310469227828754,3.5939291857798166,0.7775587729357798,4.721652809633028
304,00:00:12.679,3.3834695145259936,4.313790137614679,0.8067660550458715,5.029852350917431
305,00:00:12.721,2.7059680810397553,3.2572749426605503,0.7088231077981652,4.15180619266055
306,00:00:12.763,2.6252389143730888,2.922806766055046,0.7244839449541285,4.228426032110092
307,00:00:12.804,2.4788799694189603,2.9849125573394497,0.657074254587156,3.794653096330275
308,00:00:12.846,3.2060636467889907,3.892846903669725,0.9483586582568807,4.776985378440367
309,00:00:12.888,3.1581613149847088,3.596222763761468,1.048774369266055,4.829486811926605
310,00:00:12.930,2.4126648509174315,2.770678038990826,0.6009891055045872,3.866327408256881
311,00:00:12.971,3.541690558103975,3.657396788990826,1.8669724770642202,5.100702408256881
312,00:00:13.013,2.0907874617737003,2.432661983944954,0.4867044151376147,3.352995986238532
